,ABV,FG,IBU,OG,SRM,boil_time,boil_time_units,extras,fermentables,hops,name,style,volume,volume_units,yeast_attenuation,yeast_lab,yeast_name
0,0.067,1.017,101,1.068,4,90,min,1,"{0: {'amount': 23.0, 'amount_unit': 'lb', 'name': 'Pilsner', 'maltster': 'Rahr', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Munich Malt 10L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 35, 'color': 10, 'color_unit': '°L'}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Caramel Malt 20L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 20, 'color_unit': '°L'}}","{0: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Warrior (US)', 'time': 90, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.16699999999999998}, 1: {'amount': 3.0, 'amount_unit': 'oz', 'name': '3-6-9 Experimental (Simcoe Sister Strain) (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.107}, 2: {'amount': 3.0, 'amount_unit': 'oz', 'name': 'Galaxy (AU)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13}}",Galaxy and Mosaic trial,American IPA,10.0,gal,0.75,White Labs WLP007,Dry English Ale Yeast
1,0.052000000000000005,1.017,25,1.057,18,60,min,0,"{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': 'ESB Pale Malt', 'maltster': 'Gambrinus', 'use': 'Mash', 'PPG': 37, 'color': 2, 'color_unit': '°L'}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Munich Malt 10L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 35, 'color': 10, 'color_unit': '°L'}, 2: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Caramel Malt 80L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 33, 'color': 80, 'color_unit': '°L'}, 3: {'amount': 0.25, 'amount_unit': 'lb', 'name': '2-Row Chocolate Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 350, 'color_unit': '°L'}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Northern Brewer (DE)', 'time': 40, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.085}}",Untitled Scottish Export 80/- 169804,Scottish Export 80/-,5.0,gal,0.71,Wyeast 1728,Scottish Ale
2,0.06,1.016,35,1.062,16,60,min,1,"{0: {'amount': 8.12, 'amount_unit': 'lb', 'name': 'Golden Promise', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 37, 'color': 2, 'color_unit': '°L'}, 1: {'amount': 4.0, 'amount_unit': 'lb', 'name': 'Munich Malt 10L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 35, 'color': 10, 'color_unit': '°L'}, 2: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Victory®\xa0Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 28, 'color_unit': '°L'}, 3: {'amount': 1.0, 'amount_unit': 'lb', 'name': '2-Row Caramel Malt 60L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L'}, 4: {'amount': 0.12, 'amount_unit': 'lb', 'name': 'Chocolate Malt', 'maltster': 'Bairds', 'use': 'Mash', 'PPG': 32, 'color': 475, 'color_unit': '°L'}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.078}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.049}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Tettnanger (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Hersbrucker (DE)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.031}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Hersbrucker (DE)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.031}, 5: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Tettnanger (US)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045}}",Salt of the Earth,American Amber Ale,7.0,gal,0.75,Wyeast 1272,American Ale II
3,0.048,1.012,42,1.049,8,90,min,1,"{0: {'amount': 4.0, 'amount_unit': 'lb', 'name': 'Pilsner', 'maltster': 'Rahr', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 3.0, 'amount_unit': 'lb', 'name': 'Munich Malt', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 35, 'color': 7, 'color_unit': '°L'}, 2: {'amount': 3.0, 'amount_unit': 'lb', 'name': 'Munich Malt 10L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 35, 'color': 10, 'color_unit': '°L'}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Wheat Malt, White', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 39, 'color': 2, 'color_unit': '°L'}}","{0: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.038}, 1: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.038}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Sterling (US)', 'time': 10, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.063}}",Dusseldorf Altbier 3.0,Düsseldorf Altbier,5.0,gal,0.75,Wyeast 1007,German Ale
4,0.063,1.016,89,1.064,8,90,min,1,"{0: {'amount': 10.0, 'amount_unit': 'lb', 'name': 'Maris Otter Pale Ale Malt', 'maltster': 'Thomas Fawcett & Sons', 'use': 'Mash', 'PPG': 36, 'color': 2, 'color_unit': '°L'}, 1: {'amount': 2.5, 'amount_unit': 'lb', 'name': 'Rye Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 29, 'color': 3, 'color_unit': '°L'}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': '2-Row Caramel Malt 60L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L'}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Barley, Flaked', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 1, 'color_unit': '°L'}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Argentine Cascade', 'time': 90, 'use': 'First Wort', 'form': 'Pellet', 'alpha': 0.032}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 20, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.13}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 10, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.13}, 5: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13}, 6: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 9, 'use': 'Dry Hop', 'form': 'Leaf', 'alpha': 0.13}}",Crippler Chinook Rye IPA,American IPA,5.49,gal,0.75,Wyeast 1056,American Ale
5,0.096,1.021,41,1.095,29,60,min,0,"{0: {'amount': 15.4, 'amount_unit': 'lb', 'name': 'Crisp Maris Otter', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 4, 'color_unit': '°L'}, 1: {'amount': 1.1, 'amount_unit': 'lb', 'name': 'Candi Sugar, Dark', 'maltster': 'Any', 'use': 'Boil', 'PPG': 36, 'color': 275, 'color_unit': '°L'}, 2: {'amount': 0.55, 'amount_unit': 'lb', 'name': 'Aromatic® (Munich) Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 35, 'color': 20, 'color_unit': '°L'}, 3: {'amount': 0.28, 'amount_unit': 'lb', 'name': 'Caramel Malt 40L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L'}, 4: {'amount': 0.28, 'amount_unit': 'lb', 'name': 'Caramel Malt 20L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 20, 'color_unit': '°L'}, 5: {'amount': 0.28, 'amount_unit': 'lb', 'name': 'Château Special B®', 'maltster': 'Castle', 'use': 'Mash', 'PPG': 35, 'color': 112, 'color_unit': '°L'}}","{0: {'amount': 1.1, 'amount_unit': 'oz', 'name': 'Sterling (US)', 'time': 61, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.075}, 1: {'amount': 0.55, 'amount_unit': 'oz', 'name': 'Sterling (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.075}, 2: {'amount': 0.55, 'amount_unit': 'oz', 'name': 'Sterling (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.075}}","Belgian Quadruple 'THE REVEREND""",Belgian Tripel,5.5,gal,0.775,White Labs WLP500,Trappist Ale Yeast
6,0.076,1.014,21,1.072,18,60,min,1,"{0: {'amount': 22.5, 'amount_unit': 'lb', 'name': 'British Two-row Pale', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 0.75, 'amount_unit': 'lb', 'name': 'Caramel Malt 120L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 32, 'color': 120, 'color_unit': '°L'}, 2: {'amount': 0.75, 'amount_unit': 'lb', 'name': 'Caramel Malt 40L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L'}, 3: {'amount': 0.44, 'amount_unit': 'lb', 'name': 'Roast Barley', 'maltster': 'Bairds', 'use': 'Mash', 'PPG': 30, 'color': 550, 'color_unit': '°L'}}","{0: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Kent Golding (UK)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07200000000000001}}",Irish Red Ale,Irish Red Ale,10.01,gal,0.8,Wyeast 1084,Irish Ale
7,0.051,1.02,17,1.059,16,60,min,1,"{0: {'amount': 18.0, 'amount_unit': 'lb', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L'}, 1: {'amount': 22.0, 'amount_unit': 'oz', 'name': 'Special Roast (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 50, 'color_unit': '°L'}, 2: {'amount': 10.0, 'amount_unit': 'oz', 'name': 'Crystal 40L (CA)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L'}, 3: {'amount': 10.0, 'amount_unit': 'oz', 'name': 'Victory (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 28, 'color_unit': '°L'}, 4: {'amount': 8.0, 'amount_unit': 'oz', 'name': 'Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 29, 'color': 350, 'color_unit': '°L'}}","{0: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'East Kent Golding (UK)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.047}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Fuggle (UK)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.053}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.053}}",Red Oak Nut Brown,Northern English Brown Ale,10.0,gal,0.665,White Labs WLP002,English Ale Yeast
8,0.061,1.02,30,1.067,42,60,min,0,"{0: {'amount': 22.0, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Flaked Oats', 'maltster': 'Any', 'use': 'Boil', 'PPG': 33, 'color': 2, 'color_unit': '°L'}, 2: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Rye (US)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 38, 'color': 3, 'color_unit': '°L'}, 3: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Chocolate Rye (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 240, 'color_unit': '°L'}, 4: {'amount': 1.5, 'amount_unit': 'lb', 'name': 'Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 29, 'color': 350, 'color_unit': '°L'}, 5: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Black Patent (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 27, 'color': 525, 'color_unit': '°L'}, 6: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'CaraAroma (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 130, 'color_unit': '°L'}, 7: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Victory (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 28, 'color_unit': '°L'}}","{0: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 45, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045}, 2: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Perle (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.078}, 3: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045}}",chocolate rye 2,Dark American Lager,13.0,gal,0.7,Fermentis S-23,Saflager S-23
9,0.083,1.021,28,1.084,45,60,min,0,"{0: {'amount': 8.68, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 4.0, 'amount_unit': 'lb', 'name': 'Wheat (US)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 38, 'color': 1, 'color_unit': '°L'}, 2: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Carafa II (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 425, 'color_unit': '°L'}, 3: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 80L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 80, 'color_unit': '°L'}, 4: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Chocolate Rye (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 240, 'color_unit': '°L'}, 5: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 29, 'color': 350, 'color_unit': '°L'}, 6: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Roasted Barley (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 300, 'color_unit': '°L'}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Yakima Cluster (US)', 'time': 90, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.14400000000000002}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Tradition (DE)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.069}}",Midnight Weizenbock,Weizenbock,5.0,gal,0.75,Wyeast 3056,Bavarian Wheat Blend
