,ABV,FG,IBU,OG,SRM,boil_time,boil_time_units,extras,fermentables,hops,name,style,volume,volume_units,yeast_attenuation,yeast_lab,yeast_name
0,0.051,1.012,40,1.051,5,60,min,1,"{0: {'amount': 6.5, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'American White Wheat', 'maltster': 'Any', 'use': 'Mash', 'PPG': 39, 'color': 2, 'color_unit': '°L'}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Caramel Malt 40L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L'}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carapils®\xa0Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 1, 'color_unit': '°L'}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055}}",Punk Daddy Cosmic Ale,American Pale Ale,5.0,gal,0.76,White Labs WLP039,Nottingham Ale Yeast
1,0.069,1.018,109,1.071,36,60,min,0,"{0: {'amount': 23.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 2.25, 'amount_unit': 'lb', 'name': 'Munich Malt', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 35, 'color': 7, 'color_unit': '°L'}, 2: {'amount': 2.25, 'amount_unit': 'lb', 'name': 'CARAFA® II', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 32, 'color': 431, 'color_unit': '°L'}, 3: {'amount': 1.5, 'amount_unit': 'lb', 'name': 'White Wheat', 'maltster': 'Rahr', 'use': 'Mash', 'PPG': 41, 'color': 2, 'color_unit': '°L'}, 4: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Caramel Malt 40L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L'}}","{0: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Summit (US)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.18}, 1: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 15, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.13}, 2: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 10, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.113}, 3: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Simcoe (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13}, 4: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 5, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.091}, 5: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 1, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.113}, 6: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 7, 'use': 'Dry Hop', 'form': 'Leaf', 'alpha': 0.055}}",Hybrid Black IPA,Imperial IPA,10.01,gal,0.75,Wyeast 1272,American Ale II
2,0.054000000000000006,1.015,27,1.056,23,60,min,0,"{0: {'amount': 9.36, 'amount_unit': 'kg', 'name': 'Castle Pilsen 2RS', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 2, 'color_unit': '°L'}, 1: {'amount': 1.0, 'amount_unit': 'kg', 'name': 'Carapils®\xa0Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 1, 'color_unit': '°L'}, 2: {'amount': 0.65, 'amount_unit': 'kg', 'name': 'Castle Cara Blond (Cara 20)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 36, 'color': 8, 'color_unit': '°L'}, 3: {'amount': 0.5, 'amount_unit': 'kg', 'name': 'Castle Chocolate', 'maltster': 'Any', 'use': 'Mash', 'PPG': 35, 'color': 340, 'color_unit': '°L'}, 4: {'amount': 0.3, 'amount_unit': 'kg', 'name': 'Roasted Barley', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 33, 'color': 300, 'color_unit': '°L'}}","{0: {'amount': 35.0, 'amount_unit': 'g', 'name': 'Nugget (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13}, 1: {'amount': 30.0, 'amount_unit': 'g', 'name': 'Mount Hood (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.037000000000000005}}",Negrinho do Pastoreio Sweet Stout,Sweet Stout,45.0,L,0.73,Fermentis US-05,Safale US-05
3,0.057,1.022,83,1.065,18,60,min,0,"{0: {'amount': 10.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': '2-Row Caramel Malt 60L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L'}, 2: {'amount': 1.0, 'amount_unit': 'lb', 'name': '2-Row Caramel Malt 120L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 32, 'color': 120, 'color_unit': '°L'}}","{0: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Simcoe (US)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.132}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.095}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.095}}",English IPA,English IPA,5.0,gal,0.665,White Labs WLP002,English Ale Yeast
4,0.057,1.011,33,1.055,3,75,min,1,"{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': 'Pilsen MD™', 'maltster': 'Dingemans', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 3.0, 'amount_unit': 'lb', 'name': 'Great Western White Wheat Malt', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 4, 'color_unit': '°L'}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.141}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.141}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.141}}",Citra Saison,Saison,6.5,gal,0.8,ECY08,ECY 08 - Saison Brasserie Blend
5,0.03,1.008,4,1.031,3,15,min,1,"{0: {'amount': 3.5, 'amount_unit': 'lb', 'name': 'Premium 2-Row Malt', 'maltster': 'Great Western', 'use': 'Mash', 'PPG': 37, 'color': 2, 'color_unit': '°L'}, 1: {'amount': 2.5, 'amount_unit': 'lb', 'name': 'Wheat Malt, White', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 39, 'color': 2, 'color_unit': '°L'}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Rice Hulls', 'maltster': 'Any', 'use': 'Mash', 'PPG': 0, 'color': 0, 'color_unit': '°L'}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Tettnanger (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045}}",Sour Mash Berliner Weiss,Berliner Weisse,5.5,gal,0.75,,Mauribrew Ale 514
6,0.051,1.014,77,1.053,5,60,min,0,"{0: {'amount': 12.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 0.5, 'amount_unit': 'lb', 'name': '2-Row Caramel Malt 60L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L'}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 60, 'use': 'First Wort', 'form': 'Pellet', 'alpha': 0.09300000000000001}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Magnum (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.147}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.054000000000000006}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.09300000000000001}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Simcoe (US)', 'time': 15, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.13}, 5: {'amount': 0.1, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.09300000000000001}, 6: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.062}}",Wojtek,American Pale Ale,6.5,gal,0.73,White Labs WLP008,East Coast Ale Yeast
7,0.053,1.01,40,1.05,5,60,min,0,"{0: {'amount': 10.75, 'amount_unit': 'lb', 'name': 'Pale Ale Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 36, 'color': 3, 'color_unit': '°L'}, 1: {'amount': 5.5, 'amount_unit': 'lb', 'name': 'Vienna Malt', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 36, 'color': 3, 'color_unit': '°L'}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Aromatic Barley Malt', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 35, 'color': 22, 'color_unit': '°L'}}","{0: {'amount': 2.5, 'amount_unit': 'oz', 'name': 'Sterling (US)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.067}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Glacier (US)', 'time': 10, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.055}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Glacier (US)', 'time': 5, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.055}, 3: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Glacier (US)', 'time': 1, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.055}}",Merkin Dick Tater,Saison,9.01,gal,0.81,Wyeast 3522,Belgian Ardennes
8,0.053,1.014,28,1.054,4,60,min,1,"{0: {'amount': 11.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 0.31, 'amount_unit': 'lb', 'name': 'Munich Malt 10L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 35, 'color': 10, 'color_unit': '°L'}, 2: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Cara 8 (Cara-Pils)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 30, 'color': 8, 'color_unit': '°L'}, 3: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Honey Malt', 'maltster': 'Gambrinus', 'use': 'Mash', 'PPG': 37, 'color': 23, 'color_unit': '°L'}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Tettnanger (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Styrian Golding (SI)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.038}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Czech Saaz', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05}}",Honey Pilsner,Bohemian Pilsener,6.0,gal,0.75,White Labs WLP800,Pilsner Lager Yeast
9,0.073,1.019,62,1.075,9,60,min,0,"{0: {'amount': 6.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L'}, 1: {'amount': 4.31, 'amount_unit': 'lb', 'name': 'Munich Malt 10L', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 35, 'color': 10, 'color_unit': '°L'}, 2: {'amount': 0.75, 'amount_unit': 'lb', 'name': 'English Medium Crystal', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 5, 'color_unit': '°L'}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.06}, 1: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.06}, 2: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'East Kent Golding (UK)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.04}, 3: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.105}}",IPA No. 1,American IPA,4.0,gal,0.75,Wyeast 1056,American Ale
